chr	po	NAME	TCGA.A1.A0SK.01A	TCGA.A1.A0SO.01A	TCGA.A2.A04W.01A	TCGA.A2.A0D0.01A	TCGA.A2.A0D1.01A	TCGA.A2.A0EQ.01A	TCGA.A2.A0ET.01A	TCGA.A8.A06N.01A	TCGA.A8.A06Y.01A	TCGA.A8.A06Z.01A	TCGA.A8.A081.01A	TCGA.A8.A083.01A	TCGA.A8.A08J.01A	TCGA.A8.A09X.01A	TCGA.AN.A04D.01A	TCGA.AN.A0FJ.01A	TCGA.AN.A0FV.01A	TCGA.AN.A0FZ.01A	TCGA.AO.A0J2.01A	TCGA.AO.A0J3.01A	TCGA.AO.A0J6.01A	TCGA.AO.A0JC.01A	TCGA.AO.A0JI.01A	TCGA.AO.A0JL.01A	TCGA.AO.A124.01A	TCGA.AO.A125.01A	TCGA.AO.A12B.01A	TCGA.AO.A12D.01A	TCGA.AO.A12H.01A	TCGA.AQ.A04L.01B	TCGA.AR.A0TP.01A	TCGA.AR.A0TR.01A	TCGA.AR.A0TV.01A	TCGA.AR.A1AI.01A	TCGA.AR.A1AS.01A	TCGA.B6.A0I2.01A	TCGA.B6.A0IA.01A	TCGA.B6.A0IC.01A	TCGA.B6.A0RL.01A	TCGA.B6.A0RM.01A	TCGA.B6.A0RS.01A	TCGA.B6.A0X4.01A	TCGA.B6.A0X5.01A	TCGA.BH.A0DL.01A	TCGA.BH.A0E0.01A	TCGA.BH.A0EE.01A	TCGA.BH.A0HW.01A	TCGA.BH.A18N.01A	TCGA.C8.A12L.01A	TCGA.C8.A12M.01A	TCGA.C8.A12P.01A	TCGA.C8.A12U.01A	TCGA.C8.A133.01A	TCGA.D8.A13Y.01A	TCGA.D8.A13Z.01A	TCGA.E2.A14Y.01A	TCGA.E2.A158.01A	TCGA.E2.A15K.06A	TCGA.E2.A15R.01A	TCGA.E2.A1B0.01A
16	29822262	ASPHD1	1.515	0.73	2.462	0.351	0.319	-0.992	1.303	-1.019	1.449	-0.368	-0.849	-0.758	1.68	-0.155	-0.965	2.753	-0.211	0.002	1.39	2.663	2.571	-1.093	-1.95	0.688	-0.018	0.089	2.621	-0.284	1.98	1.863	0.492	1.309	-1.471	2.083	0.046	0.485	1.404	0.992	-1.531	-0.007	-1.49	3.528	0.951	1.168	-0.642	-0.534	-0.344	-0.548	-1.012	0.401	-0.723	-0.964	1.97	3.765	0.482	0.243	0.927	-1.09	3.585	1.214
16	30028005	GDPD3	-0.834	-1.529	1.029	-0.953	-0.758	-0.885	1.359	4.509	-0.217	0.021	3.192	-0.734	0.388	0.765	-0.541	0.684	1.063	4.858	-0.677	1.099	1.393	0.847	2.204	0.23	-1.171	-0.596	-1.48	-0.502	0.802	-0.892	-1.028	-0.585	2.111	-0.492	0.358	0.905	-0.802	-1.542	3.638	4.179	-0.568	-0.801	-0.585	2.149	2.157	0.231	0.925	0.611	1.244	1.367	0.158	0.395	-1.625	0.186	-0.191	0.431	0.054	2.619	1.229	-0.344
16	31063332	PRSS36	-1.204	0.263	-2.321	-0.811	0.976	-2.628	0.601	-1.565	-0.036	-0.565	0.094	0.786	-0.352	0.924	-1.445	-1.491	-0.543	-1.297	-2.24	0.092	-2.105	0.337	-0.81	1.744	-1.511	-2.437	-0.464	1.144	-2.141	0.294	-0.586	-0.467	0.43	-1.857	-1.639	-0.654	0.527	0.185	-1.006	-0.218	-1.206	-1.98	-1.891	-0.068	1.543	-1.612	-1.848	-1.925	-1.129	-0.971	-1.278	-0.621	-0.902	-0.935	-0.253	-0.402	1.441	0.21	-1.03	-1.76
16	31120952	PYCARD	-4.216	-2.554	-3.184	-1.172	-1.568	0.309	0.069	-3.37	1.768	-1.57	1.081	1.863	-0.515	-0.402	0.278	-0.748	0.445	0.435	1.318	-2.255	0.848	0.423	-0.91	-1.285	-1.336	1.637	-0.199	-1.521	-0.873	-0.287	-2.984	-0.294	-2.224	0.794	1.545	0.429	1.159	1.273	0.3	-2.652	-1.362	-1.703	0.061	1.255	-0.853	-1.045	-1.549	0.044	-0.268	-3.273	-1.058	-0.564	-2.115	-1.361	-0.618	0.859	-1.746	2.154	-1.109	-1.489
16	31135340	PYDC1	-3.205	-2.364	-2.608	-1.438	0.22	1.854	-0.035	-3.09	2.837	-1.38	2.216	2.731	-0.613	-0.136	0.007	-0.532	0.647	0.262	1.895	-2.208	0.73	0.208	-0.725	-1.684	-1.07	1.251	-0.35	-1.168	-1.104	-0.022	-2.692	0.644	-2.348	1.397	2.812	0.336	1.237	0.937	-0.239	-2.701	-1.665	-1.611	-0.343	1.427	-0.858	-1.115	-1.588	0.156	0.932	-2.94	-0.771	-0.737	-1.8	-1.778	-0.346	1.56	-1.53	2.453	-1.213	-1.459
16	45704184	NETO2	2.106	2.066	0.371	-1.074	3.61	0.429	-1.82	1.735	-0.868	0.712	0.846	-1.485	0.07	1.938	2.767	1.922	2.172	-0.924	0.858	0.887	0.885	-0.74	-2.275	1.408	1.076	-1.564	-1.875	0.919	2.234	0.545	1.666	-0.22	-2.154	-0.233	-1.776	-1.063	-0.879	0.015	-3.158	2.487	0.091	1.035	0.218	1.447	0.607	0.578	2.799	1.385	2.445	1.081	1.994	1.849	1.55	2.109	2.34	1.136	2.839	-2.721	2.011	1.407
16	46706283	ABCC12	0.074	-0.375	0.436	-0.072	1.088	-0.216	2.436	-0.346	-0.402	0.464	1.199	2.844	0.006	2.492	-0.965	-0.685	3.943	-0.191	3.904	1.145	-0.083	1.07	-0.72	0.072	-0.473	3.007	-0.354	3.624	3.77	2.664	-0.72	0.538	-0.857	3.654	3.079	-0.352	0.84	0.561	0.079	2.344	2.907	0.291	-0.01	-0.802	-1.109	0.039	0.359	0.244	1.888	-0.112	2.401	-0.344	0.38	-0.079	-0.196	-0.274	0.618	0.884	-0.339	0.717
16	46791002	ABCC11	-5.234	-5.428	0.821	-5.014	1.39	0.099	0.44	-2.563	-3.146	0.18	1.38	0.963	-1.984	0.954	-5.633	-5.093	1.089	-4.196	1.095	-2.417	-3.27	-0.123	0.608	-3.426	-4.436	1.421	0.128	1.513	0.976	1.516	-2.65	0.539	-4.403	-5.568	0.695	-5.355	1.706	0.942	-2.455	1.534	0.718	0.175	-0.027	-4.931	-4.556	0.335	-2.996	-0.181	0.839	-4.731	0.553	-0.547	-0.075	-1.287	-0.4	-4.875	-4.306	0.696	-0.158	1.096
16	47871286	CBLN1	-0.739	-0.979	1.228	-0.803	5.065	-1.897	-0.008	-2.038	-0.968	-0.132	1.665	-1.473	-0.175	-0.306	-1.313	-0.744	3.383	-0.84	-0.755	-1.169	-1.064	-0.22	0.116	0.202	0.165	-0.934	0.921	2.976	1.705	0.74	1.065	0.33	-0.678	-0.253	-0.844	-2.312	3.122	-0.217	-1.081	0.41	-0.159	-1.06	0.208	-0.682	-0.973	-1.427	0.117	0.12	1.127	0.384	0.735	-0.579	-0.25	6.339	-0.774	0.044	1.567	-1.228	-0.335	0.552
16	49306519	NOD2	-2.67	-2.671	0.301	0.562	1.104	-0.984	-1.845	-2.858	-0.422	-0.267	1.785	-2.728	-0.61	-0.606	-0.402	1.053	-0.879	-1.117	-1.032	-3.467	1.134	1.095	-3.678	-1.747	0.669	-1.006	0.856	1.413	-2.212	1.79	-0.878	1.52	-0.543	0.683	0.219	-0.277	-2.842	-2.67	-1.271	-2.625	0.731	-2.877	0.674	2.446	0.234	-0.385	-2.837	-0.231	2.079	-2.315	0.76	-1.896	0.166	-2.844	0.586	1.02	0.726	-0.881	0.238	1.614
16	51083862	TOX3	0.339	-1.91	1.799	-4.622	1.747	-0.95	1.839	0.117	-0.806	0.94	1.163	-4.626	-3.322	-0.494	-3.227	-0.974	1.022	0.479	-0.139	-0.099	-4.501	-4.328	-0.491	-0.437	-0.309	0.508	0.167	1.79	1.896	0.253	-0.756	1.87	2.199	-0.793	-3.15	-4.464	-0.078	-3.949	-1.771	-4.338	0.037	-0.623	1.185	-4.585	-3.942	1.988	1.589	-4.911	-0.42	0.432	-0.247	0.052	-0.062	0.462	0.766	-3.56	-5.097	1.316	1.215	1.248
16	55217805	MT1E	-0.938	-2.804	-0.764	-1.158	-1.525	-0.856	-1.049	1.198	-1.386	-1.513	-0.082	-1.887	1.598	-1.436	-1.173	-2.003	1.741	-1.395	-0.625	-0.468	0.662	-0.434	-1.234	-1.353	-1.891	0.131	-0.177	-1.311	0.869	2.565	0.654	-1.199	1.458	1.83	-1.553	2.07	-1.378	-0.057	1.867	1.207	-0.876	0.692	2.493	-0.293	-2.489	-1.663	0.726	-0.489	-0.049	2.272	0.384	0.512	1.888	-0.496	-0.989	-1.067	-0.349	-0.051	-0.437	-0.561
16	56001827	CCL17	-1.748	-0.593	-0.481	0.389	-0.141	2.138	-0.375	-1.08	-2.084	-1.698	1.559	-1.603	-1.208	1.791	0.495	0.919	-0.561	0.685	-0.445	-1.297	-1.195	3.287	-1.488	-0.728	-0.087	-1.437	-0.485	0.719	-2.448	-1.491	0.126	0.878	1.103	1.932	-0.833	-0.188	-1.445	-1.896	-1.965	0.048	0.694	-1.83	-1.929	1.864	3.637	1.071	-1.768	-2.096	0.366	-0.502	0.149	-0.03	-1.999	-2.333	1.282	-0.587	0.054	-0.723	-1.597	0.308
16	57080036	NDRG4	3.16	1.51	2.053	0.764	-0.793	0.107	1.109	3.097	0.716	-1.238	1.806	-1.099	1.554	-1.313	1.607	-0.55	2.252	1.128	1.254	-0.663	0.648	0.515	-1.558	1.389	1.139	-0.276	-1.302	-0.286	-0.456	-0.675	1.693	-1.456	0.325	0.265	2.216	-1.487	3.276	-0.246	-2.321	-1.67	-0.022	0.515	-1.293	0.95	-1.063	-0.162	3.28	-0.394	3.26	1.51	0.692	2.596	-1.615	2.091	0.502	0.879	2.489	-2.629	-0.012	0.002
16	63625802	CDH11	-1.953	-2.261	1.706	-1.739	-0.55	-0.309	-2.111	-5.545	-2.111	-1.787	-1.734	-2.356	0.736	0.295	-1.818	-1.077	0.535	0.015	-0.678	-2.909	-2.247	-0.732	-1.375	-1.25	-2.61	-4.426	-1.966	0.834	-1.219	0.601	-1.873	-2.789	-1.502	-2.145	-0.8	-2.521	-2.011	-4.303	-5.055	-0.73	-0.338	0.871	-1.255	-1.345	-2.438	-2.727	-3.019	-1.151	-0.489	-1.534	0.385	-1.9	-3.867	-0.456	-0.302	-1.609	-2.607	-3.691	-0.366	0.422
16	67263054	CDH3	0.113	-0.301	2.842	3.015	-2.389	-0.764	-0.147	-1.636	-0.126	-4.102	-0.314	-2.489	-0.397	-1.04	-2.02	3.14	-0.753	-0.596	2.237	-0.64	2.619	-1.587	-1.826	2.761	2.566	-1.561	-3.794	1.671	-2.042	1.892	0.968	-4.105	-1.908	2.234	1.066	0.782	0.117	-2.888	0.895	-4.551	2.477	-0.527	1.203	2.69	-0.708	2.447	-2.174	-0.479	2.916	-3.436	1.465	-2.898	-3.95	-3.135	2.067	1.737	1.106	-2.055	-1.357	2.733
16	67377820	CDH1	-2.175	-1.568	1.166	-1.118	0.885	-0.274	0.642	0.71	1.592	0.702	0.592	0.498	0.614	-5.294	-0.373	0.48	1.236	1.699	0.433	0.4	-0.172	-1.706	0.346	0.601	-0.779	-0.099	0.351	1.121	1.127	0.406	-0.12	1.031	-0.638	0.033	-0.171	-0.649	-0.359	-0.147	0.237	-0.435	-0.049	0.016	0.157	-0.251	0.216	-0.345	0.66	0.102	1.597	0.758	1.061	1.637	-0.181	-0.624	0.106	-0.647	-0.223	0.39	-0.011	0.66
16	68309419	NQO1	-3.566	-3.261	0.853	-1.394	-0.699	0.477	0.981	1.181	0.912	1.198	1.799	-2.225	1.448	-0.379	-0.083	-1.385	0.993	1.737	0.227	-0.32	-1.684	-1.668	0.527	-0.234	-1.905	-1.527	-3.718	-1.457	-0.329	0.774	-1.229	2.579	0.369	-1.637	1.153	-3.753	0.544	-1.105	0.96	0.588	0.345	-2.044	1.937	-1.145	-1.815	0.543	-1.777	-1.177	0.424	1.662	-0.671	1.544	0.745	-0.104	-1.767	-0.256	-1.388	-0.097	-2.915	0.669
16	69965980	CALB2	-0.073	-1.755	0.366	1.349	1.312	-0.762	-1.98	-2.499	-0.247	-2.368	-2.821	-2.433	2.631	-0.761	2.341	-1.057	1.663	0.227	0.18	-2.179	1.538	-0.456	1.384	4.055	1.107	-2.552	-1.978	-0.815	-2.493	0.949	1.782	-2.348	-3.751	0.828	0.6	-2.749	-1.894	-3.124	0.142	-0.832	-0.965	-1.548	-2.44	2.157	2.175	-1.931	-0.396	-0.154	0.984	-1.73	-0.116	-1.634	-1.63	0.244	-0.313	0.745	0.873	-2.735	1.511	-0.273
16	70123758	CHST4	1.791	-0.811	-0.028	0.494	-0.646	0.05	0.143	-0.579	-0.356	-0.48	1.669	-1.199	-0.324	-0.914	2.117	-0.013	-0.307	-0.241	-0.165	-0.543	2.386	2.384	0.836	5.325	4.078	-0.425	4.705	-0.037	-1.102	1.824	0.232	0.133	-0.342	3.886	-0.67	1.769	2.754	-0.287	0.024	-0.692	-0.68	0.298	2.627	0.77	-0.382	-1.614	-1.869	-1.061	0.884	0.149	-0.174	0.099	-0.259	0.188	0.32	0.639	0.611	-0.002	-0.145	-0.317
16	73335293	FA2H	1.974	0.926	1.637	0.679	3.267	1.82	2.022	0.435	0.356	-2.938	2.55	-0.119	2.718	2.803	2.364	-5.592	3.241	1.002	1.827	-0.262	-2.413	-2.561	-0.149	-2.392	0.631	0.362	1.195	3.331	1.501	-0.569	1.153	0.706	-0.201	-2.867	-1.008	-1.295	-1.96	0.997	0.463	-1.92	1.774	0.466	2.586	-1.276	5.916	3.076	-0.79	-0.235	-0.102	-0.013	3.366	-0.581	0.301	1.982	2.711	1.968	-1.399	-0.583	-0.48	2.773
16	74075474	CHST6	1.137	3.568	0.759	0.854	-0.818	-1.124	-1.629	-2.28	-0.135	-2.033	-0.895	-1.646	0.955	-0.33	3.465	3.698	0.487	0.828	0.242	-1.704	1.19	-2.019	-0.717	3.481	0.796	-1.394	-2.33	0.015	-1.314	0.303	3.482	-2.905	-1.85	0.421	-0.775	-1.401	-0.224	-1.404	0.854	-0.557	-0.642	-0.388	1.556	2.047	-0.262	3.334	-1.241	-1.238	-0.124	-1.427	-0.335	-1.424	-1.593	-0.069	1.567	0.18	-0.674	-2.774	-0.827	0.514
16	75950018	ADAMTS18	2.594	0.336	-0.029	-1.715	-0.982	0.099	3.501	-1.337	-1.239	-0.943	-1.27	-0.359	-0.769	-0.164	-0.715	-0.391	-1.048	-0.368	-1.045	3.935	-0.1	-0.328	-0.807	-0.031	-0.752	-1.143	-0.16	-0.751	1.081	-1.21	2.663	-0.884	-1.625	-1.598	-1.802	-2.701	-0.755	-0.751	-1.595	-1.101	-0.311	-0.639	-0.777	-0.036	-1.487	-0.667	-2.107	-1.828	-1.345	-0.987	-0.837	-1.149	-0.567	1.175	0.297	-1.279	-1.012	-1.976	-1.061	0.683
16	76618722	CLEC3A	-0.695	-0.163	5.61	1.444	-0.098	1.49	0.363	-0.437	4.6	6.061	5.912	-0.609	1.585	-0.57	0.683	-2.218	-0.48	0.009	-0.969	-2.318	-0.462	-0.68	-0.748	2.752	-0.918	3.444	0.461	0.152	2.926	6.004	-1.203	6.924	-1.478	-2.028	-0.181	-2.201	1.845	0.283	-1.581	-0.657	-0.977	5.727	4.876	-0.473	-0.202	-1.232	0.459	-1.004	5.002	-0.032	3.78	1.49	-0.695	0.878	-1.014	-2.354	-0.53	4.938	-0.621	-0.219
16	79137198	DYNLRB2	-3.153	-1.425	-0.201	-5.562	-0.256	-0.82	2.131	1.196	0.548	1.654	1.606	0.381	0.254	-2.554	-2.26	-4.476	0.369	-0.695	-1.577	1.864	-1.705	-0.898	2.369	-4.109	-5.199	1.27	1.712	-1.178	1.313	0.661	-3.18	2.034	0.48	-6.023	1.027	-4.944	0.881	0.407	1.438	1.218	-2.553	1.626	-1.101	-3.01	-1.207	-0.092	0.593	0.579	-1.716	1.05	-1.471	0.192	2.331	-2.686	-2.381	-3.156	-4.632	1.507	0.717	-1.65
16	80657999	HSD17B2	-2.439	-1.57	1.406	-0.553	-0.985	2.032	0.176	-2.183	0.91	-1.202	5.36	-1.715	-0.783	4.514	0.285	3.377	0.884	-1.709	4.761	-2.089	4.729	-1.658	-1.348	2.094	3.867	0.692	-1.757	5.607	-1.18	2.652	0.008	-2.351	-0.288	4.032	-2.444	3.021	-1.643	-1.401	-2.219	-1.761	6.404	0.051	0.85	5.362	1.689	6.181	-2.156	-2.243	2.602	-2.184	-1.309	-1.342	-1.245	-1.704	-0.069	3.346	0.741	-2.184	-0.975	1.502
16	82903426	WFDC1	-1.399	-1.704	1.539	-0.675	0.061	-0.556	-1.776	-1.194	0.327	-1.377	-0.176	-0.354	0.242	-0.227	-0.469	0.729	2.857	0.426	-0.512	-1.221	-1.953	-0.906	-1.674	2.145	1.942	-0.636	-1.031	1.029	0.266	0.993	3.001	-1.935	-1.507	-0.748	0.197	-1.681	-1.847	-1.087	-2.271	-1.199	0.371	-0.987	-0.24	-1.037	-0.524	-0.919	-0.519	0.655	-0.727	-0.099	0.255	-0.737	-0.293	0.459	0.482	-0.395	-0.992	-1.23	1.056	1.714
16	83007464	ATP2C2	-2.359	-1.494	2.833	-0.82	-0.046	0.583	-0.303	1.685	-0.581	0.992	1.714	1.273	1.691	-0.634	-1.769	-5.418	1.515	0.62	1.018	-0.176	-0.024	-4.512	0.286	-0.607	-0.742	-1.665	-1.225	0.959	1.417	0.763	2.622	0.815	0.61	-0.458	-1.447	-3.68	-2.747	-0.509	0.275	0.332	0.278	1.117	1.599	-0.005	-2.693	1.44	-0.441	0.533	-0.853	1.763	0.988	0.516	2.053	-1.706	1.927	-1.021	-5.288	1.449	0.374	1.654
16	83696540	FAM92B	0.719	0.414	0.3	-1.216	-1.455	2.863	0.681	-1.14	-0.997	-1.334	1.82	2.277	0.95	0.664	-0.851	-0.689	-0.939	-1.032	-0.022	-1.219	-0.928	0.969	-1.374	-0.745	-0.66	-1.285	-0.342	2.879	-0.752	-1.014	-0.924	-0.366	0.717	3.334	0.168	1.841	-1.029	-1.822	-0.738	-1.015	0.018	1.468	-0.828	1.259	-2.386	-1.972	-1.54	-1.352	0.569	0.893	1.161	1.083	0.341	0.474	0.817	-0.069	-0.639	0.672	-0.398	1.501
16	84320407	C16orf74	-1.873	-1.803	-1.165	1.142	1.359	-0.106	-0.429	-0.646	1.438	0.025	1.093	1.293	-0.185	-1.86	-3.394	-0.538	-0.399	1.541	0.499	-2.041	-1.458	1.125	-1.284	1.877	-1.14	1.944	1.86	-0.224	-1.296	-1.199	-0.248	-0.397	0.784	-2.389	0.574	1.096	1.269	1.142	-0.852	1.401	-1.371	1.809	1.192	1.187	-0.603	-2.953	0.113	1.242	-2.442	-0.682	0.268	-0.655	0.282	-1.751	-1.659	1.133	-2.59	0.992	-1.325	0.047
16	86241628	JPH3	3.409	-1.477	1.021	0.524	-0.8	-0.427	-0.317	-1.052	-0.602	1.008	-0.807	-0.647	3.327	-0.382	-2.362	1.517	4.138	0.133	-0.42	0.09	-0.576	-0.403	-0.61	-1.084	-0.214	-0.901	-0.421	0.081	-0.696	0.376	-1.179	-0.957	-0.02	-1.51	0.575	-0.278	-0.391	0.146	3.495	0.077	-0.514	0.532	-0.293	-0.56	-0.851	-0.086	-0.724	-0.747	3.194	-0.755	0.585	-0.076	-0.456	2.877	-0.272	0.397	-0.132	-1.15	-0.638	-0.018
16	87028022	ZNF469	-2.179	-3.323	1.315	0.235	-0.068	-0.979	-2.683	-3.361	1.584	-2.204	-2.136	-1.967	-0.111	-0.231	-1.613	-2.21	0.197	0.195	-1.016	-3.163	0.2	-1.1	-2.12	2.245	-2.575	-0.772	-2.675	-0.676	-0.393	1.14	0.593	-0.592	-2.091	-2.372	-0.365	0.32	-0.165	-1.207	-3.294	-1.925	0.377	-1.895	-2.006	-1.414	-2.171	-2.816	-2.84	-1.131	-0.56	-2.683	-0.577	-3.183	-2.103	-0.89	-0.309	-1.204	-2.254	-3.54	-0.393	0.804
16	87519884	CBFA2T3	1.456	-3.231	-1.812	-2.397	-1.093	-0.025	0.177	-3.34	0.312	-2.787	-1.595	0.232	0.746	0.586	-1.703	-1.073	0.44	1.269	-0.795	-2.275	-3.429	2.026	0.799	-1.575	-3.764	-1.879	1.332	-0.625	2.506	-2.535	-3.051	1.324	-1.8	-1.804	0.035	-0.744	-0.818	-0.084	1.066	0.846	-2.421	1.695	1.724	0.951	-1.16	-1.377	-1.672	-1.916	-1.908	2.345	-1.99	2.027	0.886	1.94	-1.19	-2.22	-1.224	-0.799	1.159	-1.308
17	739525	NXN	1.997	0.602	1.373	1.334	1.329	1.314	-2.61	-3.73	-1.445	-2.315	-1.8	-2.194	-0.01	-0.187	0.331	1.144	-0.337	-0.739	0.153	-2.853	1.186	-1.572	-0.987	2.113	0.897	-2.558	-2.626	0.676	-0.9	-0.042	0.351	-0.167	-1.464	1.286	0.317	0.223	-1.391	-2.858	-3.093	-0.908	1.374	-1.954	-1.451	0.948	1.004	-1.918	-2.66	-0.768	-0.346	0.377	0.902	-0.765	-2.1	0.708	0.767	1.66	0.856	-2.98	-0.965	1.554
17	1619808	SERPINF1	-2.632	-1.961	0.194	-2.292	-1.442	-0.138	-2.081	-4.16	-2.896	-2.373	-0.858	-1.573	0.663	0.287	-1.806	-0.28	0.337	0.082	-0.502	-2.839	-1.633	0.395	-2.47	-1.012	-1.982	-3.472	-2.884	0.829	-1.244	-0.051	-1.476	-2.514	-0.901	-1.422	0.061	-1.666	-1.617	-3.046	-3.938	-0.047	-0.167	-2.895	0.087	-0.918	-1.342	-2.273	-3.628	-1.024	-1.279	-1.913	0.349	-2.282	-2.85	-1.357	0.422	-1.597	-1.836	-2.633	-1.965	-0.023
17	3336802	ASPA	-1.601	-1.086	-1.128	-2.76	-1.705	-1.26	-0.62	-1.45	1.004	-0.517	-0.893	-1.04	-0.768	1.145	-1.478	0.585	-0.987	-0.588	-1.13	-0.498	-1.743	1.864	-0.335	-0.24	-0.513	-1.137	2.768	0.407	-0.387	-0.758	-0.931	0.958	-0.682	-1.938	-1.294	-2.275	-1.234	-1.092	-0.778	1.839	-0.542	-1.177	-0.924	-1.957	-1.911	-1.912	-0.9	0.236	-1.488	0.588	-0.985	-1.153	-1.974	-0.558	-0.747	-1.494	-1.214	-1.382	-1.313	0.007
17	4446194	SMTNL2	4.342	5.639	0.757	2.515	-0.208	0.505	-0.185	-0.969	-0.916	-0.477	3.343	-0.872	3.198	0.299	-0.04	4.721	0.096	1.283	0.386	-1.66	-1.129	-0.676	0.171	2.509	1.931	-0.494	0.301	-0.767	-0.995	-0.117	4.105	-0.366	-0.368	1.091	-0.396	-0.427	0.098	-0.409	-0.476	4.97	-0.844	-0.206	0.676	-0.923	3.649	-1.366	-0.995	-0.167	-0.238	-0.266	-0.081	-0.268	-1.194	3.486	-0.344	0.259	0.192	-1.17	-0.31	-0.116
17	6609784	XAF1	-3.285	-1.953	-0.546	0.842	-0.539	0.236	1.098	1.743	0.871	-1.524	-0.122	2.123	1.845	0.854	-1.88	-2.247	-0.531	-1.242	1.054	-0.338	1.538	1.878	-0.079	-1.756	0.916	0.622	1.505	1.365	0.817	-0.595	-2.833	-1.658	1.481	0.472	-1.858	1.572	-1.008	-1.771	-0.377	-1.434	0.309	-1.18	-1.891	1.888	-2.522	1.637	-1.479	-0.655	-0.994	-1.181	0.088	1.053	0.043	-1.514	1.111	0.76	-2.047	-2.539	-1.313	-0.25
17	7888129	ALOX15B	-1.537	-1.34	2.087	-1.375	-1.067	0.729	-1.451	-0.852	0.289	-1.686	1.024	-0.564	1.04	3.368	-0.924	-1.219	3.097	1.751	-0.798	-0.939	-1.165	-0.504	-0.363	-1.179	-0.637	1.629	-0.142	-0.252	-0.655	3.801	-1.445	-0.426	0.427	0.063	0.377	-0.764	-0.58	-1.423	-1.418	0.07	2.324	-1.417	-0.961	0.781	-0.427	2.954	-1.216	-0.729	0.752	-1.511	2.61	-0.738	-1.046	-0.793	2.697	-1.186	-1.588	-1.032	2.705	-0.173
17	9454084	WDR16	-0.882	-0.058	-0.329	-0.732	-0.907	-0.406	2.929	0.016	0.111	0.172	1.491	3.859	-0.704	-0.234	-0.971	-0.064	0.382	0.533	-0.649	-1.176	0.197	-0.535	0.964	-1.85	-0.259	0.025	1.104	0.201	0.049	-0.489	1.015	0.691	2.159	-0.71	-0.008	0.206	1.789	0.242	0.21	-0.57	-0.409	3.123	-0.541	0.101	-3.391	-0.141	-0.267	0.588	-0.385	-0.315	-0.331	-0.588	0.46	0.336	-0.245	0.086	-1.58	0.204	1.329	-0.758
17	15166768	TEKT3	-0.853	-0.444	0.192	-0.085	-0.345	-1.644	-0.264	-0.987	1.39	-1.97	-1.87	1.691	0.676	-1.1	-1.243	-1.651	-0.484	-1.106	-1.056	-0.148	-0.255	-1.08	-0.981	0.879	0.022	2.914	1.18	-0.307	1.162	-0.903	0.903	1.028	-0.29	-1.619	0.273	-2.775	-0.211	2.018	-0.156	-0.131	-0.119	1.742	-1.349	-1.555	-1.205	-1.032	-2.323	0.564	-1.258	-1.042	-1.148	-1.476	-1.081	-1.544	-0.864	-2.244	-1.544	1.455	-0.206	-1.197
17	17339456	RASD1	-0.242	-0.67	3.011	0.183	2.04	-1.345	-0.701	-2.867	0.606	-2.708	-0.653	-1.075	-0.232	-0.288	0.844	-0.49	1.008	-1.569	-0.311	-1.06	-1.717	-0.099	-1.305	1.328	1.042	0.582	0.494	1.437	2.527	-0.935	1.136	-4.138	2.156	0.337	-2.225	-1.921	1.284	-0.143	1.105	0.755	2.015	-0.487	0.759	0.11	-0.538	-1.558	-0.705	0.943	-0.8	-1.813	-0.543	-2.169	1.772	-1.743	2.326	2.01	-1.922	-0.681	-1.068	2.704
17	17838882	LRRC48	-0.252	-1.023	-0.583	-2.366	-2.182	-0.938	0.317	0.444	-0.517	1.02	0.607	1.811	-0.391	-1.469	-1.415	0.195	-0.442	-2.33	-1.331	-0.771	-1.622	0.319	0.07	-2.002	-1.813	2.452	2.642	-0.742	0.531	-0.073	-2.063	0.724	0.488	-1.556	0.499	-3.506	2.023	1.505	1.467	0.546	-1.792	1.503	-0.929	-2.259	-2.136	-2.464	0.652	1.013	-2.219	-0.32	-1.534	-0.197	0.706	-1.182	-1.114	-2.81	-1.694	2.148	0.627	0.01
17	18425747	CCDC144B	0.073	0.166	-0.367	-2.776	0.199	-1.344	-1.586	0.49	1.914	-2.525	0.262	-2.214	-0.301	-1.201	-2.685	-0.041	0.725	-2.435	0.171	-2.309	-3.511	1.943	-0.967	2.068	0.582	1.345	0.4	0.53	1.206	0.267	0.628	-2.388	0.043	-0.01	-0.425	-0.083	0.993	-5.65	-1.142	2.107	1.161	1.207	0.177	1.481	-0.138	-0.021	0.781	1.894	-0.462	-1.735	-0.822	1.667	-2.62	-1.828	-1.759	-1.469	-3.379	0.513	-2.021	-1.958
17	19229236	MFAP4	-3.498	-1.84	0.643	-2.07	-1.376	0.069	-1.768	-3.808	-2.562	-1.835	-1.551	-2.906	-2.03	-0.825	-2.339	0.083	-0.721	-1.649	-1.544	-2.792	-2.739	1.704	-0.435	-1.507	-2.095	-3.087	-2.472	-0.529	-2.231	-1.159	-3.165	-0.533	-1.757	-2.136	-1.358	0.316	-1.954	-3.379	-3.118	-0.889	-0.251	-2.165	-2.528	-0.923	-1.336	-2.525	-3.156	-2.008	-1.632	-2.082	-0.515	-2.348	-2.626	-1.899	-0.192	-1.299	-1.466	-2.566	0.42	0.094
